METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG,ObjectId,geo_shape,geo_point_2d,VEH_BAYS_INT
4409,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Proe St between Leopold St & Doggett St in Newstead,11,0,,153.04163,-27.453609,4000580,,730,"{""coordinates"": [153.04163, -27.453608999999993], ""type"": ""Point""}","-27.453608999999993, 153.04163",11
4410,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Proe St between Leopold St & Doggett St in Newstead,7,0,,153.042414,-27.45414,4000581,18.25,731,"{""coordinates"": [153.042414, -27.454140000000006], ""type"": ""Point""}","-27.454140000000006, 153.042414",7
4411,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Proe St between Doggett St & Leopold St in Newstead,6,0,,153.042464,-27.454343,4000841,,732,"{""coordinates"": [153.04246400000002, -27.454342999999994], ""type"": ""Point""}","-27.454342999999994, 153.04246400000002",6
4412,TICKETLESS METER MULTISPACE,COMMERCIAL RD,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Commercial Rd between Doggett St & Leopold St in Newstead,8,0,,153.042126,-27.453203,4000577,18.25,733,"{""coordinates"": [153.042126, -27.45320299999999], ""type"": ""Point""}","-27.45320299999999, 153.042126",8
4413,TICKETLESS METER MULTISPACE,DOGGETT ST,TENERIFFE,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Doggett St between Commercial Rd & Chester St in Teneriffe,9,0,,153.042721,-27.454534,4000842,,734,"{""coordinates"": [153.042721, -27.454534000000013], ""type"": ""Point""}","-27.454534000000013, 153.042721",9
4414,TICKETLESS METER MULTISPACE,CHESTER ST,TENERIFFE,2,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Chester St between Arthur St & Doggett St in Teneriffe,9,0,,153.042156,-27.455436,4000526,,735,"{""coordinates"": [153.042156, -27.455436000000017], ""type"": ""Point""}","-27.455436000000017, 153.042156",9
5341,TICKETLESS METER MULTISPACE,GREY ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Grey St between Ernest St & Tribune St in South Brisbane,1,0,,153.022346,-27.47958,4000131,,736,"{""coordinates"": [153.022346, -27.479580000000013], ""type"": ""Point""}","-27.479580000000013, 153.022346",1
5342,TICKETLESS METER MULTISPACE,GREY ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Grey St between Ernest St & Tribune St in South Brisbane,8,0,,153.022575,-27.47996,4000131,,737,"{""coordinates"": [153.02257499999996, -27.479959999999988], ""type"": ""Point""}","-27.479959999999988, 153.02257499999996",8
5343,TICKETLESS METER MULTISPACE,GREY ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Grey St between Tribune St & Vulture St in South Brisbane,8,0,,153.023596,-27.481428,4000132,,738,"{""coordinates"": [153.023596, -27.481427999999994], ""type"": ""Point""}","-27.481427999999994, 153.023596",8
5344,TICKETLESS METER MULTISPACE,LITTLE STANLEY ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Little Stanley St between Tribune St & Ernest St in South Brisbane,4,0,,153.023143,-27.480145,4000129,,739,"{""coordinates"": [153.02314300000003, -27.480145000000007], ""type"": ""Point""}","-27.480145000000007, 153.02314300000003",4
5345,TICKETLESS METER MULTISPACE,LITTLE STANLEY ST,SOUTH BRISBANE,1,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Little Stanley St between Tribune St & Vulture St in South Brisbane,5,0,,153.022685,-27.479505,4000128,,740,"{""coordinates"": [153.02268500000002, -27.479504999999996], ""type"": ""Point""}","-27.479504999999996, 153.02268500000002",5
5346,TICKETLESS METER MULTISPACE,LITTLE STANLEY ST,SOUTH BRISBANE,1,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Little Stanley St between Ernest St & Glenelg St in South Brisbane,3,0,,153.021915,-27.478384,4000127,,741,"{""coordinates"": [153.021915, -27.478384000000016], ""type"": ""Point""}","-27.478384000000016, 153.021915",3
5347,TICKETLESS METER MULTISPACE,LITTLE STANLEY ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Little Stanley St between Ernest St & Glenelg St in South Brisbane,4,0,,153.021512,-27.477763,4000126,,742,"{""coordinates"": [153.021512, -27.477763000000003], ""type"": ""Point""}","-27.477763000000003, 153.021512",4
5348,TICKETLESS METER MULTISPACE,LITTLE STANLEY ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Little Stanley St between Tribune St & Ernest St in South Brisbane,9,0,,153.022932,-27.479846,4000129,,743,"{""coordinates"": [153.02293199999997, -27.479846], ""type"": ""Point""}","-27.479846, 153.02293199999997",9
5349,TICKETLESS METER MULTISPACE,GREY ST,SOUTH BRISBANE,2,LOADING ZONE 7AM-7PM MON-FRI,SAT-SUN,7AM-7PM,"Zone 1, 15 min free",6.85,3.7,Grey St between Tribune St & Ernest St in South Brisbane,5,0,,153.022117,-27.479577,4000134,,744,"{""coordinates"": [153.022117, -27.479577000000003], ""type"": ""Point""}","-27.479577000000003, 153.022117",5
5350,TICKETLESS METER MULTISPACE,MERIVALE ST,SOUTH BRISBANE,4,NONE,MON-FRI,9AM-6PM,"Zone 1, 15 min free",4.5,,Merivale St between Peel St & Melbourne St in South Brisbane,8,0,,153.015451,-27.473669,4000621,,745,"{""coordinates"": [153.015451, -27.473669], ""type"": ""Point""}","-27.473669, 153.015451",8
5352,PAY BY MOBILE APP ONLY,CORDELIA ST,SOUTH BRISBANE,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Cordelia St between Melbourne St & Peel St in South Brisbane,10,0,,153.01486,-27.474481,4000656,,746,"{""coordinates"": [153.01486, -27.474481000000004], ""type"": ""Point""}","-27.474481000000004, 153.01486",10
5353,PAY BY MOBILE APP ONLY,RUSSELL ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Russell St between Cordelia St & Merivale St in South Brisbane,4,0,,153.017139,-27.476932,4000625,,747,"{""coordinates"": [153.017139, -27.476932], ""type"": ""Point""}","-27.476932, 153.017139",4
5354,PAY BY MOBILE APP ONLY,RUSSELL ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Russell St between Merivale St & Cordelia St in South Brisbane,4,0,,153.01732,-27.477043,4000625,,748,"{""coordinates"": [153.01732, -27.47704300000001], ""type"": ""Point""}","-27.47704300000001, 153.01732",4
5355,TICKETLESS METER MULTISPACE,CORDELIA ST,SOUTH BRISBANE,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Cordelia St between Russell St & Melbourne St in South Brisbane,5,0,,153.016474,-27.477062,4000626,,749,"{""coordinates"": [153.016474, -27.477062000000007], ""type"": ""Point""}","-27.477062000000007, 153.016474",5
5356,TICKETLESS METER MULTISPACE,RUSSELL ST,SOUTH BRISBANE,4,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",4.5,2.55,Russell St between Manning St & Cordelia St in South Brisbane,8,0,,153.01599,-27.477569,4000628,,750,"{""coordinates"": [153.01599, -27.477569], ""type"": ""Point""}","-27.477569, 153.01599",8
5357,TICKETLESS METER MULTISPACE,RUSSELL ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Russell St between Edmonstone St & Manning St in South Brisbane,12,0,,153.015207,-27.477994,4000633,18.25,751,"{""coordinates"": [153.015207, -27.477994000000002], ""type"": ""Point""}","-27.477994000000002, 153.015207",12
5360,TICKETLESS METER MULTISPACE,RUSSELL ST,SOUTH BRISBANE,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Russell St between Edmonstone St & Browning St in South Brisbane,4,0,,153.014259,-27.478707,4000654,,752,"{""coordinates"": [153.01425900000004, -27.47870700000002], ""type"": ""Point""}","-27.47870700000002, 153.01425900000004",4
5361,TICKETLESS METER MULTISPACE,BROWNING ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Browning St between Besant St & Russell St in South Brisbane,5,0,,153.014257,-27.479577,4000634,,753,"{""coordinates"": [153.014257, -27.479577000000003], ""type"": ""Point""}","-27.479577000000003, 153.014257",5
5362,TICKETLESS METER MULTISPACE,BROWNING ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Browning St between Besant St & Russell St in South Brisbane,6,0,,153.014715,-27.480244,4000634,,754,"{""coordinates"": [153.014715, -27.480243999999992], ""type"": ""Point""}","-27.480243999999992, 153.014715",6
5363,TICKETLESS METER MULTISPACE,BROWNING ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Browning St between Vulture St & Besant St in South Brisbane,5,0,,153.015365,-27.481185,4000637,18.25,755,"{""coordinates"": [153.015365, -27.481185], ""type"": ""Point""}","-27.481185, 153.015365",5
5364,TICKETLESS METER MULTISPACE,BROWNING ST,SOUTH BRISBANE,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Browning St between Melbourne St & Russell St in South Brisbane,9,0,,153.013537,-27.478292,4000652,,756,"{""coordinates"": [153.01353699999999, -27.47829200000001], ""type"": ""Point""}","-27.47829200000001, 153.01353699999999",9
5365,TICKETLESS METER MULTISPACE,BROWNING ST,SOUTH BRISBANE,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Browning St between Russell St & Melbourne St in South Brisbane,7,0,,153.013352,-27.478254,4000652,,757,"{""coordinates"": [153.01335199999997, -27.478254000000014], ""type"": ""Point""}","-27.478254000000014, 153.01335199999997",7
5366,TICKETLESS METER MULTISPACE,MANNING ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Manning St between Russell St & Melbourne St in South Brisbane,11,0,,153.015623,-27.477712,4000629,,758,"{""coordinates"": [153.01562300000003, -27.477712000000007], ""type"": ""Point""}","-27.477712000000007, 153.01562300000003",11
5368,TICKETLESS METER MULTISPACE,LITTLE STANLEY ST,SOUTH BRISBANE,1,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Little Stanley St between Ernest St & Glenelg St in South Brisbane,7,0,,153.02163,-27.477953,4000127,,759,"{""coordinates"": [153.02163, -27.477953000000017], ""type"": ""Point""}","-27.477953000000017, 153.02163",7
5371,TICKETLESS METER MULTISPACE,EDMONDSTONE ST,SOUTH BRISBANE,4,NONE,MON-FRI,10AM-5PM,"Zone 1, 15 min free",4.5,,Edmondstone St between Besant St & Vulture St in South Brisbane,16,0,,153.016229,-27.48028,4000635,,760,"{""coordinates"": [153.016229, -27.480280000000008], ""type"": ""Point""}","-27.480280000000008, 153.016229",16
5375,TICKETLESS METER MULTISPACE,BESANT ST,WEST END,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Besant St between O'Connell St & Browning St in West End,7,0,,153.014518,-27.480763,4000659,18.25,761,"{""coordinates"": [153.014518, -27.48076300000001], ""type"": ""Point""}","-27.48076300000001, 153.014518",7
5377,TICKETLESS METER MULTISPACE,BESANT ST,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Besant St between Browning St & O'Connell St in West End,7,0,,153.014213,-27.481089,4000677,,762,"{""coordinates"": [153.014213, -27.481089], ""type"": ""Point""}","-27.481089, 153.014213",7
5379,PAY BY MOBILE APP ONLY,VULTURE ST,WEST END,3,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.85,,Vulture St between Appel St & Franklin St in West End,6,0,,153.014528,-27.481416,4000680,,763,"{""coordinates"": [153.014528, -27.481415999999996], ""type"": ""Point""}","-27.481415999999996, 153.014528",6
5381,TICKETLESS METER MULTISPACE,FRANKLIN ST,HIGHGATE HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3.45,,Franklin St between Vulture St & Brighton Rd in Highgate Hill,16,0,,153.014054,-27.481725,4000708,16.75,764,"{""coordinates"": [153.014054, -27.481724999999997], ""type"": ""Point""}","-27.481724999999997, 153.014054",16
5382,TICKETLESS METER MULTISPACE,SUSSEX ST,WEST END,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Sussex St between Vulture St & Brighton Rd in West End,12,0,,153.012841,-27.482695,4000684,18.25,765,"{""coordinates"": [153.01284100000004, -27.48269499999999], ""type"": ""Point""}","-27.48269499999999, 153.01284100000004",12
5383,TICKETLESS METER MULTISPACE,SUSSEX ST,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3.45,,Sussex St between Brighton Rd & Vulture St in West End,10,0,,153.012676,-27.482759,4000685,,766,"{""coordinates"": [153.012676, -27.482759000000012], ""type"": ""Point""}","-27.482759000000012, 153.012676",10
5388,TICKETLESS METER MULTISPACE,SEXTON ST,HIGHGATE HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3.45,,Sexton St between Hampstead Rd & Gladstone Rd in Highgate Hill,18,0,,153.017165,-27.482439,4000709,,767,"{""coordinates"": [153.017165, -27.482438999999996], ""type"": ""Point""}","-27.482438999999996, 153.017165",18
5389,TICKETLESS METER MULTISPACE,SEXTON ST,HIGHGATE HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3.45,,Sexton St between Westbourne Lane & Hampstead Rd in Highgate Hill,14,0,,153.017879,-27.48264,4000709,,768,"{""coordinates"": [153.017879, -27.48264], ""type"": ""Point""}","-27.48264, 153.017879",14
5390,TICKETLESS METER MULTISPACE,SEXTON ST,HIGHGATE HILL,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",4.95,,Sexton St between Hampstead Rd & Gladstone Rd in Highgate Hill,12,0,,153.019,-27.482716,4000712,,769,"{""coordinates"": [153.019, -27.482715999999996], ""type"": ""Point""}","-27.482715999999996, 153.019",12
5391,TICKETLESS METER MULTISPACE,STEPHENS RD,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Stephens Rd between Vulture St & Dorchester St in South Brisbane,3,0,,153.023063,-27.483233,4000643,,770,"{""coordinates"": [153.02306299999998, -27.483233000000006], ""type"": ""Point""}","-27.483233000000006, 153.02306299999998",3
5392,TICKETLESS METER MULTISPACE,STEPHENS RD,SOUTH BRISBANE,4,"LOADING ZONE 7AM-9AM,2PM-4PM SCHOOL DAYS ONLY",MON-FRI,9AM-2PM,"Zone 1, 15 min free",4.5,,Stephens Rd between Dorchester St & Brook St in South Brisbane,9,0,,153.02298,-27.483726,4000596,,771,"{""coordinates"": [153.02298, -27.483725999999994], ""type"": ""Point""}","-27.483725999999994, 153.02298",9
5393,TICKETLESS METER MULTISPACE,CORDELIA ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Cordelia St between Vulture St & Ernest St in South Brisbane,10,0,,153.019522,-27.481515,4000638,18.25,772,"{""coordinates"": [153.019522, -27.481515000000005], ""type"": ""Point""}","-27.481515000000005, 153.019522",10
5394,TICKETLESS METER MULTISPACE,MERIVALE ST,SOUTH BRISBANE,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Merivale St between Ernest St & Tribune St in South Brisbane,11,0,,153.020596,-27.480901,4000639,,773,"{""coordinates"": [153.020596, -27.480900999999996], ""type"": ""Point""}","-27.480900999999996, 153.020596",11
5395,TICKETLESS METER MULTISPACE,TRIBUNE ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Tribune St between Merivale St & Vulture St in South Brisbane,4,0,,153.020986,-27.482088,4000641,,774,"{""coordinates"": [153.020986, -27.482088000000008], ""type"": ""Point""}","-27.482088000000008, 153.020986",4
5396,PAY BY MOBILE APP ONLY,TRIBUNE ST,SOUTH BRISBANE,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Tribune St between Colchestor St & Merivale St in South Brisbane,7,0,,153.022116,-27.481473,4000642,,775,"{""coordinates"": [153.022116, -27.48147300000002], ""type"": ""Point""}","-27.48147300000002, 153.022116",7
5397,TICKETLESS METER MULTISPACE,TRIBUNE ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Tribune St between Merivale St & Colchestor St in South Brisbane,8,0,,153.021711,-27.481542,4000641,,776,"{""coordinates"": [153.021711, -27.48154200000001], ""type"": ""Point""}","-27.48154200000001, 153.021711",8
5398,TICKETLESS METER MULTISPACE,COLCHESTER ST,SOUTH BRISBANE,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Colchestor St between Tribune St & Ernest St in South Brisbane,24,0,,153.02131,-27.480202,4000640,,777,"{""coordinates"": [153.02131, -27.480202000000006], ""type"": ""Point""}","-27.480202000000006, 153.02131",24
5400,TICKETLESS METER MULTISPACE,GIBBON ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Gibbon St between Hawthorne St & Stanley St in Woolloongabba,16,0,,153.034962,-27.487364,4000730,,778,"{""coordinates"": [153.034962, -27.487364000000003], ""type"": ""Point""}","-27.487364000000003, 153.034962",16
5401,TICKETLESS METER MULTISPACE,GIBBON ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Gibbon St between Stanley St & Hawthorne St in Woolloongabba,18,0,,153.035133,-27.487237,4000730,,779,"{""coordinates"": [153.03513299999997, -27.48723700000001], ""type"": ""Point""}","-27.48723700000001, 153.03513299999997",18
5403,TICKETLESS METER MULTISPACE,WILTON ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Wilton St between End & Ipswich Rd in Woolloongabba,15,0,,153.035102,-27.489488,4000734,,780,"{""coordinates"": [153.035102, -27.489488000000005], ""type"": ""Point""}","-27.489488000000005, 153.035102",15
5404,TICKETLESS METER MULTISPACE,HENRY ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Henry St between Wilton St & Ipswich Rd in Woolloongabba,13,0,,153.033578,-27.489824,4000735,18.25,781,"{""coordinates"": [153.033578, -27.48982400000001], ""type"": ""Point""}","-27.48982400000001, 153.033578",13
5405,TICKETLESS METER MULTISPACE,HENRY ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Henry St between Ipswich Rd & Wilton St in Woolloongabba,9,0,,153.03405,-27.490274,4000735,18.25,782,"{""coordinates"": [153.03405, -27.49027400000001], ""type"": ""Point""}","-27.49027400000001, 153.03405",9
5406,TICKETLESS METER MULTISPACE,HENRY ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Henry St between Wilton St & Ipswich Rd in Woolloongabba,18,0,,153.034059,-27.49089,4000735,18.25,783,"{""coordinates"": [153.03405900000004, -27.490890000000004], ""type"": ""Point""}","-27.490890000000004, 153.03405900000004",18
5408,TICKETLESS METER MULTISPACE,HENRY ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Henry St between Ipswich Rd & Wilton St in Woolloongabba,6,0,,153.034625,-27.491145,4000726,,784,"{""coordinates"": [153.034625, -27.491145000000017], ""type"": ""Point""}","-27.491145000000017, 153.034625",6
5409,TICKETLESS METER MULTISPACE,TRAFALGAR ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Trafalgar St between Logan Rd & Wellington Rd in Woolloongabba,10,0,,153.037841,-27.487506,4000742,,785,"{""coordinates"": [153.037841, -27.487506000000007], ""type"": ""Point""}","-27.487506000000007, 153.037841",10
5410,TICKETLESS METER MULTISPACE,TRAFALGAR ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Trafalgar St between Wellington Rd & Logan Rd in Woolloongabba,10,0,,153.038044,-27.48769,4000741,18.25,786,"{""coordinates"": [153.038044, -27.487689999999994], ""type"": ""Point""}","-27.487689999999994, 153.038044",10
5411,TICKETLESS METER MULTISPACE,TRAFALGAR ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Trafalgar St between Wellington Rd & Logan Rd in Woolloongabba,3,0,,153.038843,-27.487804,4000741,18.25,787,"{""coordinates"": [153.038843, -27.487804000000015], ""type"": ""Point""}","-27.487804000000015, 153.038843",3
5412,TICKETLESS METER MULTISPACE,LOGAN RD,WOOLLOONGABBA,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Logan Rd between Walker St & Jurgens St in Woolloongabba,8,0,,153.037588,-27.488242,4000836,,788,"{""coordinates"": [153.037588, -27.48824199999999], ""type"": ""Point""}","-27.48824199999999, 153.037588",8
5413,TICKETLESS METER MULTISPACE,NILE ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Nile St between Logan Rd & Wellington Rd in Woolloongabba,10,0,,153.038689,-27.488374,4000740,18.25,789,"{""coordinates"": [153.038689, -27.488374000000004], ""type"": ""Point""}","-27.488374000000004, 153.038689",10
5414,TICKETLESS METER MULTISPACE,NILE ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Nile St between Wellington Rd & Logan Rd in Woolloongabba,12,0,,153.038264,-27.488452,4000739,,790,"{""coordinates"": [153.038264, -27.488452000000006], ""type"": ""Point""}","-27.488452000000006, 153.038264",12
5415,TICKETLESS METER MULTISPACE,OVEREND ST,EAST BRISBANE,4,NO STOPPING 4PM-7PM MON-FRI,MON-FRI,7AM-4PM,"Zone 1, 15 min free",4.5,,Overend St between Hampton St & Lisburn St in East Brisbane,8,0,,153.040381,-27.488277,4000758,,791,"{""coordinates"": [153.04038100000002, -27.488277], ""type"": ""Point""}","-27.488277, 153.04038100000002",8
5416,TICKETLESS METER MULTISPACE,HAMPTON ST,EAST BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Hampton St between Lotus St & Overend St in East Brisbane,11,0,,153.040494,-27.488787,4000759,18.25,792,"{""coordinates"": [153.040494, -27.488787000000006], ""type"": ""Point""}","-27.488787000000006, 153.040494",11
5417,TICKETLESS METER MULTISPACE,HAMPTON ST,EAST BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Hampton St between Overend St & Lisburn St in East Brisbane,10,0,,153.040575,-27.489128,4000759,18.25,793,"{""coordinates"": [153.040575, -27.489128000000008], ""type"": ""Point""}","-27.489128000000008, 153.040575",10
5420,TICKETLESS METER MULTISPACE,LISBURN ST,EAST BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3.45,,Lisburn St between Overend St & Hampton St in East Brisbane,18,0,,153.041652,-27.489121,4000761,16.75,794,"{""coordinates"": [153.041652, -27.489121000000004], ""type"": ""Point""}","-27.489121000000004, 153.041652",18
5422,TICKETLESS METER MULTISPACE,MERIVALE ST,SOUTH BRISBANE,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Merivale St between Merivale St & Carpark in South Brisbane,20,0,,153.014888,-27.472275,4000602,,795,"{""coordinates"": [153.014888, -27.47227500000001], ""type"": ""Point""}","-27.47227500000001, 153.014888",20
5423,PAY BY MOBILE APP ONLY,LUCINDA & HOLDEN STS,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Lucinda St between Holden St & Albion St and Holden St between Deshon St & End in Woolloongabba,14,0,,153.041525,-27.490991,4000743,18.25,796,"{""coordinates"": [153.041525, -27.49099100000002], ""type"": ""Point""}","-27.49099100000002, 153.041525",14
5424,PAY BY MOBILE APP ONLY,MOUNTJOY ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Mountjoy St between Lucinda St & Deshon St in Woolloongabba,11,0,,153.041951,-27.490925,4000743,18.25,797,"{""coordinates"": [153.04195100000004, -27.490925000000015], ""type"": ""Point""}","-27.490925000000015, 153.04195100000004",11
5425,TICKETLESS METER MULTISPACE,TRAFALGAR ST,WOOLLOONGABBA,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Trafalgar St between Jurgens St & Wellington Rd in Woolloongabba,2,0,,153.038894,-27.487662,4000742,,798,"{""coordinates"": [153.038894, -27.48766200000001], ""type"": ""Point""}","-27.48766200000001, 153.038894",2
5427,TICKETLESS METER MULTISPACE,LISBURN ST,EAST BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3.45,,Lisburn St between Overend St & Hampton St in East Brisbane,24,0,,153.041616,-27.48934,4000761,16.75,799,"{""coordinates"": [153.04161599999998, -27.489340000000006], ""type"": ""Point""}","-27.489340000000006, 153.04161599999998",24
5430,TICKETLESS METER MULTISPACE,HAMPTON ST,EAST BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Hampton St between Hampton St & Lisburn St in East Brisbane,27,0,,153.0409,-27.489758,4000759,18.25,800,"{""coordinates"": [153.0409, -27.489758000000005], ""type"": ""Point""}","-27.489758000000005, 153.0409",27
